color_code,color_card,red,green,blue
1026 Color card,1144,104,100,47
360-HC Color card,1144,255,193,189
KIPAU COLOR CHART,1144T,110,180,180
1026 Color card,1145,121,118,41
360-HC Color card,1145,255,162,152
KIPAU COLOR CHART,1145T,111,174,175
1026 Color card,1146,154,148,34
360-HC Color card,1146,247,129,122
KIPAU COLOR CHART,1146T,120,174,169
KIPAU COLOR CHART,1147D,31,133,131
1026 Color card,1151,162,202,110
KIPAU COLOR CHART,1151P,184,229,230
1026 Color card,1152,151,189,96
KIPAU COLOR CHART,1152P,176,223,228
1026 Color card,1153,98,127,48
KIPAU COLOR CHART,1153P,140,207,214
1026 Color card,1154,79,99,53
KIPAU COLOR CHART,1154T,97,183,192
1026 Color card,1155,83,109,50
KIPAU COLOR CHART,1155T,0,154,165
1026 Color card,1156,111,145,47
KIPAU COLOR CHART,1156T,0,137,147
KIPAU COLOR CHART,1157D,0,101,111
1026 Color card,1161,120,198,139
KIPAU COLOR CHART,1161P,180,231,236
1026 Color card,1162,101,198,130
KIPAU COLOR CHART,1162P,152,212,223
1026 Color card,1163,0,111,55
KIPAU COLOR CHART,1163P,145,204,209
1026 Color card,1164,0,83,43
KIPAU COLOR CHART,1164T,88,188,196
1026 Color card,1165,0,100,50
KIPAU COLOR CHART,1165T,77,180,196
1026 Color card,1166,43,157,95
KIPAU COLOR CHART,1166T,0,145,151
360-HC Color card,1167,192,74,70
KIPAU COLOR CHART,1167D,0,139,154
1026 Color card,1171,0,192,153
KIPAU COLOR CHART,1171P,209,230,234
1026 Color card,1172,0,173,140
KIPAU COLOR CHART,1172P,188,220,230
1026 Color card,1173,0,149,119
KIPAU COLOR CHART,1173P,152,198,215
1026 Color card,1174,0,100,77
KIPAU COLOR CHART,1174T,103,164,185
1026 Color card,1175,0,121,94
KIPAU COLOR CHART,1175T,61,134,155
1026 Color card,1176,0,167,129
KIPAU COLOR CHART,1176T,0,114,136
KIPAU COLOR CHART,1177D,0,49,66
1026 Color card,1181,0,173,167
KIPAU COLOR CHART,1181P,199,229,238
1026 Color card,1182,0,173,164
KIPAU COLOR CHART,1182P,171,216,229
1026 Color card,1183,0,125,120
KIPAU COLOR CHART,1183P,167,211,224
1026 Color card,1184,0,97,91
KIPAU COLOR CHART,1184P,162,207,220
1026 Color card,1185,0,107,102
KIPAU COLOR CHART,1185T,146,196,211
1026 Color card,1186,0,151,147
KIPAU COLOR CHART,1186T,111,164,182
KIPAU COLOR CHART,1187T,41,115,136
1026 Color card,1191,0,183,206
360-HC Color card,1191,255,228,218
KIPAU COLOR CHART,1191P,228,235,239
1026 Color card,1192,0,165,188
360-HC Color card,1192,255,190,165
KIPAU COLOR CHART,1192P,206,218,227
1026 Color card,1193,0,125,144
360-HC Color card,1193,255,170,145
KIPAU COLOR CHART,1193P,169,195,212
1026 Color card,1194,0,92,105
KIPAU COLOR CHART,1194T,131,166,188
1026 Color card,1195,0,99,112
KIPAU COLOR CHART,1195T,93,133,158
1026 Color card,1196,0,147,169
KIPAU COLOR CHART,1196T,72,113,136
KIPAU COLOR CHART,1197D,0,56,81
CP4 Color card,11BB 64/135,174,215,236
CP4 Color card,11YR 07/229,112,30,31
1026 Color card,1201,0,188,227
KIPAU COLOR CHART,1201P,192,215,229
1026 Color card,1202,0,154,190
KIPAU COLOR CHART,1202P,174,203,219
1026 Color card,1203,0,117,146
KIPAU COLOR CHART,1203P,160,193,213
1026 Color card,1204,0,91,113
KIPAU COLOR CHART,1204T,117,164,192
1026 Color card,1205,0,103,126
KIPAU COLOR CHART,1205T,112,155,179
1026 Color card,1206,0,122,151
KIPAU COLOR CHART,1206T,89,135,158
360-HC Color card,1207,255,94,46
KIPAU COLOR CHART,1207D,53,107,136
1026 Color card,1211,0,151,204
KIPAU COLOR CHART,1211P,221,231,236
1026 Color card,1212,0,147,200
360-HC Color card,1212,255,226,207
KIPAU COLOR CHART,1212P,198,223,237
1026 Color card,1213,0,108,152
360-HC Color card,1213,255,208,179
KIPAU COLOR CHART,1213P,177,208,231
1026 Color card,1214,0,85,114
360-HC Color card,1214,255,182,147
KIPAU COLOR CHART,1214T,141,192,227
1026 Color card,1215,0,93,128
360-HC Color card,1215,255,162,121
KIPAU COLOR CHART,1215T,102,168,213
1026 Color card,1216,0,123,172
360-HC Color card,1216,253,138,92
KIPAU COLOR CHART,1216T,8,134,190
360-HC Color card,1217,255,119,69
KIPAU COLOR CHART,1217D,61,120,167
1026 Color card,1221,0,138,201
KIPAU COLOR CHART,1221P,198,228,237
1026 Color card,1222,0,117,178
KIPAU COLOR CHART,1222P,183,223,237
1026 Color card,1223,0,96,150
KIPAU COLOR CHART,1223P,168,215,236
1026 Color card,1224,0,86,127
KIPAU COLOR CHART,1224T,98,179,215
1026 Color card,1225,0,96,144
KIPAU COLOR CHART,1225T,21,150,195
1026 Color card,1226,0,108,166
KIPAU COLOR CHART,1226T,0,138,186
360-HC Color card,1227,255,142,73
KIPAU COLOR CHART,1227D,0,78,115
360-HC Color card,1229,255,115,50
1026 Color card,1231,78,143,207
KIPAU COLOR CHART,1231P,194,216,229
1026 Color card,1232,50,117,187
KIPAU COLOR CHART,1232P,178,205,223
1026 Color card,1233,0,89,160
KIPAU COLOR CHART,1233P,156,191,212
1026 Color card,1234,0,56,103
KIPAU COLOR CHART,1234P,155,183,203
1026 Color card,1235,0,80,144
KIPAU COLOR CHART,1235T,112,159,188
1026 Color card,1236,34,102,167
KIPAU COLOR CHART,1236D,23,113,154
KIPAU COLOR CHART,1237D,60,111,145
1026 Color card,1241,164,174,225
KIPAU COLOR CHART,1241P,205,224,236
1026 Color card,1242,117,124,191
KIPAU COLOR CHART,1242P,190,216,232
1026 Color card,1243,49,63,128
KIPAU COLOR CHART,1243P,157,200,222
1026 Color card,1244,40,47,94
KIPAU COLOR CHART,1244T,116,169,197
1026 Color card,1245,45,54,112
KIPAU COLOR CHART,1245T,71,143,177
1026 Color card,1246,92,95,164
KIPAU COLOR CHART,1246T,9,120,156
KIPAU COLOR CHART,1247D,0,64,92
1026 Color card,1251,219,128,179
KIPAU COLOR CHART,1251P,197,226,235
1026 Color card,1252,167,103,163
KIPAU COLOR CHART,1252P,187,228,238
1026 Color card,1253,109,82,132
KIPAU COLOR CHART,1253P,139,212,230
1026 Color card,1254,122,86,151
KIPAU COLOR CHART,1254T,103,196,221
1026 Color card,1255,92,95,163
KIPAU COLOR CHART,1255T,28,175,206
1026 Color card,1256,81,85,140
KIPAU COLOR CHART,1256T,0,154,188
KIPAU COLOR CHART,1257D,0,71,94
1026 Color card,1261,25,28,32
KIPAU COLOR CHART,1261P,105,218,242
1026 Color card,1262,62,76,86
KIPAU COLOR CHART,1262P,57,209,239
1026 Color card,1263,104,103,104
KIPAU COLOR CHART,1263P,0,200,237
1026 Color card,1264,117,124,130
KIPAU COLOR CHART,1264T,0,191,234
1026 Color card,1265,119,134,145
KIPAU COLOR CHART,1265T,0,179,224
1026 Color card,1266,145,144,147
KIPAU COLOR CHART,1266T,0,164,211
KIPAU COLOR CHART,1267D,0,135,180
1026 Color card,1271,156,162,167
KIPAU COLOR CHART,1271P,116,210,240
1026 Color card,1272,180,179,180
KIPAU COLOR CHART,1272P,76,198,236
1026 Color card,1273,184,191,198
KIPAU COLOR CHART,1273P,0,186,233
1026 Color card,1274,198,203,209
KIPAU COLOR CHART,1274T,0,177,226
1026 Color card,1275,220,222,224
KIPAU COLOR CHART,1275T,0,163,216
1026 Color card,1276,234,233,232
KIPAU COLOR CHART,1276D,0,149,203
KIPAU COLOR CHART,1277D,0,119,169
1026 Color card,1281,255,232,222
KIPAU COLOR CHART,1281P,196,232,242
1026 Color card,1282,253,240,237
KIPAU COLOR CHART,1282P,164,218,241
1026 Color card,1283,248,232,226
KIPAU COLOR CHART,1283P,109,197,233
1026 Color card,1284,247,236,235
KIPAU COLOR CHART,1284T,61,179,222
1026 Color card,1285,241,235,237
KIPAU COLOR CHART,1285T,0,160,213
1026 Color card,1286,241,239,238
KIPAU COLOR CHART,1286T,0,150,205
KIPAU COLOR CHART,1287D,0,106,156
1026 Color card,1291,253,243,238
KIPAU COLOR CHART,1291P,208,230,240
1026 Color card,1292,252,240,233
KIPAU COLOR CHART,1292P,177,213,233
1026 Color card,1293,255,237,229
KIPAU COLOR CHART,1293P,148,205,236
1026 Color card,1294,246,233,227
KIPAU COLOR CHART,1294T,108,186,228
1026 Color card,1295,236,224,219
KIPAU COLOR CHART,1295T,48,169,220
1026 Color card,1296,230,221,221
KIPAU COLOR CHART,1296D,0,134,191
360-HC Color card,1297,255,170,19
KIPAU COLOR CHART,1297D,0,71,123
CP4 Color card,12GG 10/310,0,101,68
CP4 Color card,12RR 07/229,97,29,77
CP4 Color card,12YR 07/279,121,16,21
CP4 Color card,12YY 51/682,255,159,40
CP4 Color card,12YY 61/523,255,176,93
1026 Color card,1301,253,242,228
KIPAU COLOR CHART,1301P,208,226,241
1026 Color card,1302,253,244,235
KIPAU COLOR CHART,1302P,183,212,235
1026 Color card,1303,250,234,224
KIPAU COLOR CHART,1303P,148,190,227
1026 Color card,1304,255,237,225
KIPAU COLOR CHART,1304T,125,169,213
1026 Color card,1305,251,241,233
KIPAU COLOR CHART,1305T,106,164,215
1026 Color card,1306,255,241,227
KIPAU COLOR CHART,1306T,0,130,191
360-HC Color card,1307,255,202,65
KIPAU COLOR CHART,1307D,0,63,112
1026 Color card,1311,250,242,237
KIPAU COLOR CHART,1311P,193,214,236
1026 Color card,1312,247,243,237
KIPAU COLOR CHART,1312P,172,199,226
1026 Color card,1313,253,244,233
KIPAU COLOR CHART,1313P,152,189,229
1026 Color card,1314,248,241,230
KIPAU COLOR CHART,1314P,137,176,224
1026 Color card,1315,250,242,233
KIPAU COLOR CHART,1315T,87,144,201
1026 Color card,1316,253,242,230
KIPAU COLOR CHART,1316T,38,122,185
KIPAU COLOR CHART,1317D,0,68,118
1026 Color card,1321,246,243,235
KIPAU COLOR CHART,1321P,214,219,233
1026 Color card,1322,242,239,230
KIPAU COLOR CHART,1322P,185,196,219
1026 Color card,1323,244,242,232
KIPAU COLOR CHART,1323P,161,175,202
1026 Color card,1324,244,245,238
KIPAU COLOR CHART,1324T,124,151,186
1026 Color card,1325,242,243,235
KIPAU COLOR CHART,1325T,115,136,173
1026 Color card,1326,240,239,235
KIPAU COLOR CHART,1326T,92,116,150
KIPAU COLOR CHART,1327D,60,73,110
1026 Color card,1331,242,240,238
KIPAU COLOR CHART,1331P,217,221,239
1026 Color card,1332,238,241,238
KIPAU COLOR CHART,1332P,195,204,235
1026 Color card,1333,235,243,240
KIPAU COLOR CHART,1333P,175,186,227
1026 Color card,1334,228,236,236
KIPAU COLOR CHART,1334P,156,173,221
1026 Color card,1335,231,237,238
KIPAU COLOR CHART,1335T,113,141,201
1026 Color card,1336,225,232,234
KIPAU COLOR CHART,1336T,87,121,188
KIPAU COLOR CHART,1337D,0,49,104
360-HC Color card,1340,248,243,238
1026 Color card,1341,238,240,241
KIPAU COLOR CHART,1341P,177,181,228
1026 Color card,1342,231,229,224
KIPAU COLOR CHART,1342P,157,161,218
1026 Color card,1343,230,221,215
KIPAU COLOR CHART,1343P,154,160,217
1026 Color card,1344,217,210,204
KIPAU COLOR CHART,1344T,130,139,204
1026 Color card,1345,217,214,210
KIPAU COLOR CHART,1345D,80,93,167
1026 Color card,1346,234,224,210
KIPAU COLOR CHART,1346D,58,76,148
KIPAU COLOR CHART,1347D,46,71,141
1026 Color card,1351,236,239,238
KIPAU COLOR CHART,1351P,234,223,236
1026 Color card,1352,238,239,236
KIPAU COLOR CHART,1352P,218,200,221
1026 Color card,1353,234,238,237
KIPAU COLOR CHART,1353P,213,197,223
1026 Color card,1354,221,226,227
KIPAU COLOR CHART,1354T,181,165,205
1026 Color card,1355,217,223,226
KIPAU COLOR CHART,1355T,154,136,182
1026 Color card,1356,208,212,212
KIPAU COLOR CHART,1356T,129,111,160
KIPAU COLOR CHART,1357D,64,60,114
1026 Color card,1361,246,240,238
KIPAU COLOR CHART,1361P,231,213,229
1026 Color card,1362,228,224,224
KIPAU COLOR CHART,1362P,215,190,215
1026 Color card,1363,190,197,206
360-HC Color card,1363,188,172,107
KIPAU COLOR CHART,1363P,206,183,210
1026 Color card,1364,159,170,185
KIPAU COLOR CHART,1364T,186,158,189
1026 Color card,1365,171,170,180
KIPAU COLOR CHART,1365T,157,127,159
1026 Color card,1366,193,190,199
KIPAU COLOR CHART,1366T,135,103,139
KIPAU COLOR CHART,1367D,79,43,72
1026 Color card,1371,214,212,212
KIPAU COLOR CHART,1371P,249,221,230
1026 Color card,1372,204,211,214
KIPAU COLOR CHART,1372P,233,198,213
1026 Color card,1373,189,196,203
KIPAU COLOR CHART,1373P,211,170,191
1026 Color card,1374,165,175,184
KIPAU COLOR CHART,1374T,195,144,167
1026 Color card,1375,191,189,190
KIPAU COLOR CHART,1375T,173,118,146
1026 Color card,1376,205,201,201
KIPAU COLOR CHART,1376T,156,107,130
KIPAU COLOR CHART,1377D,92,54,64
1026 Color card,1381,250,234,227
KIPAU COLOR CHART,1381P,235,204,216
1026 Color card,1382,238,229,228
KIPAU COLOR CHART,1382P,223,186,204
1026 Color card,1383,231,210,201
KIPAU COLOR CHART,1383P,207,170,188
1026 Color card,1384,217,208,209
KIPAU COLOR CHART,1384T,199,158,181
1026 Color card,1385,213,195,194
KIPAU COLOR CHART,1385T,183,138,164
1026 Color card,1386,215,206,203
KIPAU COLOR CHART,1386T,136,88,113
KIPAU COLOR CHART,1387D,75,41,48
1026 Color card,1391,250,236,226
KIPAU COLOR CHART,1391P,230,220,229
1026 Color card,1392,251,229,216
KIPAU COLOR CHART,1392P,214,203,220
1026 Color card,1393,255,232,215
KIPAU COLOR CHART,1393P,188,177,198
1026 Color card,1394,249,228,213
KIPAU COLOR CHART,1394T,159,151,176
1026 Color card,1395,241,206,187
KIPAU COLOR CHART,1395T,140,127,151
1026 Color card,1396,229,199,182
KIPAU COLOR CHART,1396T,113,99,126
KIPAU COLOR CHART,1397D,50,41,56
CP4 Color card,13BB 17/399,0,142,193
CP4 Color card,13BG 72/151,177,234,238
CP4 Color card,13RR 06/179,85,0,57
CP4 Color card,13RR 72/121,249,214,235
CP4 Color card,13YR 07/157,91,32,28
CP4 Color card,13YY 60/475,255,180,112
1026 Color card,1401,255,228,235
KIPAU COLOR CHART,1401P,229,225,230
1026 Color card,1402,255,217,221
KIPAU COLOR CHART,1402P,215,208,217
1026 Color card,1403,255,196,216
KIPAU COLOR CHART,1403P,195,191,204
1026 Color card,1404,244,193,212
KIPAU COLOR CHART,1404T,178,175,192
1026 Color card,1405,248,192,217
KIPAU COLOR CHART,1405T,130,126,145
1026 Color card,1406,241,179,197
KIPAU COLOR CHART,1406T,112,107,128
KIPAU COLOR CHART,1407D,75,64,77
1026 Color card,1411,252,217,223
KIPAU COLOR CHART,1411P,225,232,235
1026 Color card,1412,254,215,224
KIPAU COLOR CHART,1412P,204,215,223
1026 Color card,1413,255,201,212
KIPAU COLOR CHART,1413P,175,191,205
1026 Color card,1414,255,195,202
KIPAU COLOR CHART,1414T,130,158,177
1026 Color card,1415,254,185,196
KIPAU COLOR CHART,1415T,102,128,147
1026 Color card,1416,244,181,191
KIPAU COLOR CHART,1416T,77,105,125
KIPAU COLOR CHART,1417D,33,51,63
1026 Color card,1421,255,228,226
KIPAU COLOR CHART,1421P,204,216,221
1026 Color card,1422,255,216,216
KIPAU COLOR CHART,1422P,195,213,220
1026 Color card,1423,255,206,214
KIPAU COLOR CHART,1423P,175,197,205
1026 Color card,1424,255,196,200
KIPAU COLOR CHART,1424T,163,181,188
1026 Color card,1425,250,183,191
360-HC Color card,1425,217,214,140
KIPAU COLOR CHART,1425T,128,156,169
1026 Color card,1426,250,178,183
360-HC Color card,1426,193,193,104
KIPAU COLOR CHART,1426T,122,145,154
KIPAU COLOR CHART,1427D,67,101,113
1026 Color card,1431,248,234,231
360-HC Color card,1431,215,226,170
KIPAU COLOR CHART,1431P,213,222,225
1026 Color card,1432,255,221,213
360-HC Color card,1432,191,209,127
KIPAU COLOR CHART,1432P,176,198,209
1026 Color card,1433,255,215,212
KIPAU COLOR CHART,1433P,167,188,198
1026 Color card,1434,255,200,199
KIPAU COLOR CHART,1434T,125,153,165
1026 Color card,1435,255,191,188
360-HC Color card,1435,173,200,108
KIPAU COLOR CHART,1435T,92,121,134
1026 Color card,1436,252,183,185
360-HC Color card,1436,161,189,81
KIPAU COLOR CHART,1436T,70,100,113
KIPAU COLOR CHART,1437D,0,45,59
1026 Color card,1441,255,229,220
KIPAU COLOR CHART,1441P,167,174,180
1026 Color card,1442,255,218,214
KIPAU COLOR CHART,1442P,156,162,168
1026 Color card,1443,255,203,190
KIPAU COLOR CHART,1443T,121,131,139
1026 Color card,1444,255,191,182
KIPAU COLOR CHART,1444T,101,113,122
1026 Color card,1445,253,185,177
KIPAU COLOR CHART,1445D,81,90,98
1026 Color card,1446,221,167,164
KIPAU COLOR CHART,1446D,58,70,78
KIPAU COLOR CHART,1447D,28,46,55
1026 Color card,1451,255,221,209
KIPAU COLOR CHART,1451P,210,213,217
1026 Color card,1452,255,213,190
KIPAU COLOR CHART,1452P,190,198,201
1026 Color card,1453,255,201,177
KIPAU COLOR CHART,1453P,177,186,187
1026 Color card,1454,255,200,181
KIPAU COLOR CHART,1454T,138,153,156
1026 Color card,1455,250,192,177
KIPAU COLOR CHART,1455T,133,149,152
1026 Color card,1456,251,190,172
KIPAU COLOR CHART,1456T,80,98,101
KIPAU COLOR CHART,1457D,81,92,103
1026 Color card,1461,240,234,233
KIPAU COLOR CHART,1461P,216,220,221
1026 Color card,1462,255,231,211
KIPAU COLOR CHART,1462P,199,206,209
1026 Color card,1463,255,217,189
KIPAU COLOR CHART,1463P,183,193,198
1026 Color card,1464,246,210,185
KIPAU COLOR CHART,1464T,142,157,164
1026 Color card,1465,251,204,169
KIPAU COLOR CHART,1465T,109,127,134
1026 Color card,1466,237,206,187
KIPAU COLOR CHART,1466T,90,103,109
KIPAU COLOR CHART,1467D,31,43,48
1026 Color card,1471,245,238,237
KIPAU COLOR CHART,1471P,217,221,225
1026 Color card,1472,253,229,213
KIPAU COLOR CHART,1472P,198,204,210
1026 Color card,1473,255,222,193
360-HC Color card,1473,161,214,169
KIPAU COLOR CHART,1473P,182,190,198
1026 Color card,1474,255,212,178
360-HC Color card,1474,150,208,154
KIPAU COLOR CHART,1474P,160,170,179
1026 Color card,1475,255,208,177
KIPAU COLOR CHART,1475T,135,146,155
1026 Color card,1476,255,199,156
KIPAU COLOR CHART,1476T,120,133,143
KIPAU COLOR CHART,1477D,85,97,110
1026 Color card,1481,255,230,198
KIPAU COLOR CHART,1481P,216,215,214
1026 Color card,1482,255,226,195
KIPAU COLOR CHART,1482P,199,197,195
1026 Color card,1483,255,220,181
KIPAU COLOR CHART,1483P,186,190,192
1026 Color card,1484,255,219,173
KIPAU COLOR CHART,1484T,152,159,162
1026 Color card,1485,255,218,172
KIPAU COLOR CHART,1485T,119,126,128
1026 Color card,1486,255,210,161
KIPAU COLOR CHART,1486T,96,103,104
KIPAU COLOR CHART,1487D,45,50,57
1026 Color card,1491,255,244,222
KIPAU COLOR CHART,1491P,223,214,207
1026 Color card,1492,255,243,214
KIPAU COLOR CHART,1492P,203,193,184
1026 Color card,1493,255,238,205
KIPAU COLOR CHART,1493P,189,182,174
1026 Color card,1494,255,234,192
KIPAU COLOR CHART,1494P,168,159,151
1026 Color card,1495,255,225,179
KIPAU COLOR CHART,1495T,140,130,119
1026 Color card,1496,255,218,176
KIPAU COLOR CHART,1496T,120,109,96
KIPAU COLOR CHART,1497D,78,71,61
CP4 Color card,14RR 09/333,129,28,93
CP4 Color card,14RR 48/276,237,162,204
CP4 Color card,14YR 10/434,159,0,18
1026 Color card,1501,255,245,227
360-HC Color card,1501,215,238,222
KIPAU COLOR CHART,1501P,222,223,214
1026 Color card,1502,250,240,202
360-HC Color card,1502,168,222,197
KIPAU COLOR CHART,1502P,191,197,191
1026 Color card,1503,250,238,192
360-HC Color card,1503,134,207,164
KIPAU COLOR CHART,1503P,195,194,185
1026 Color card,1504,242,238,187
360-HC Color card,1504,93,178,138
KIPAU COLOR CHART,1504P,185,185,180
1026 Color card,1505,255,238,186
360-HC Color card,1505,77,171,125
KIPAU COLOR CHART,1505P,169,174,169
1026 Color card,1506,243,233,177
360-HC Color card,1506,107,183,119
KIPAU COLOR CHART,1506T,147,147,141
KIPAU COLOR CHART,1507T,86,102,102
360-HC Color card,1510,234,238,235
1026 Color card,1511,255,234,189
KIPAU COLOR CHART,1511P,219,220,210
1026 Color card,1512,248,240,204
KIPAU COLOR CHART,1512P,213,219,216
1026 Color card,1513,242,238,196
KIPAU COLOR CHART,1513P,184,193,191
1026 Color card,1514,231,241,196
KIPAU COLOR CHART,1514T,148,162,160
1026 Color card,1515,225,239,197
KIPAU COLOR CHART,1515T,120,132,129
1026 Color card,1516,234,233,177
360-HC Color card,1516,53,187,151
KIPAU COLOR CHART,1516T,95,109,105
360-HC Color card,1517,50,177,133
KIPAU COLOR CHART,1517D,47,59,56
1026 Color card,1521,243,242,230
KIPAU COLOR CHART,1521P,232,235,230
1026 Color card,1522,238,247,230
KIPAU COLOR CHART,1522P,221,224,217
1026 Color card,1523,225,242,220
KIPAU COLOR CHART,1523P,195,202,194
1026 Color card,1524,221,235,211
KIPAU COLOR CHART,1524T,149,159,147
1026 Color card,1525,218,219,189
KIPAU COLOR CHART,1525T,118,131,118
1026 Color card,1526,209,227,198
KIPAU COLOR CHART,1526T,98,110,94
360-HC Color card,1527,28,121,88
KIPAU COLOR CHART,1527D,58,74,59
360-HC Color card,1529,0,126,94
1026 Color card,1531,244,249,232
KIPAU COLOR CHART,1531T,212,189,147
1026 Color card,1532,208,235,193
KIPAU COLOR CHART,1532T,214,166,136
1026 Color card,1533,200,225,198
KIPAU COLOR CHART,1533T,219,172,155
1026 Color card,1534,194,234,197
KIPAU COLOR CHART,1534T,198,164,161
1026 Color card,1535,192,236,207
KIPAU COLOR CHART,1535T,169,129,127
1026 Color card,1536,186,225,197
KIPAU COLOR CHART,1536T,163,133,137
KIPAU COLOR CHART,1537T,149,128,127
1026 Color card,1541,217,238,226
KIPAU COLOR CHART,1541T,116,158,172
1026 Color card,1542,209,233,211
KIPAU COLOR CHART,1542T,191,173,178
1026 Color card,1543,190,228,204
KIPAU COLOR CHART,1543T,204,176,171
1026 Color card,1544,187,231,206
KIPAU COLOR CHART,1544T,215,138,140
1026 Color card,1545,172,227,209
KIPAU COLOR CHART,1545T,169,132,139
1026 Color card,1546,167,234,213
KIPAU COLOR CHART,1546T,181,135,130
KIPAU COLOR CHART,1547D,138,82,74
1026 Color card,1551,199,233,226
KIPAU COLOR CHART,1551T,222,163,152
1026 Color card,1552,185,230,226
KIPAU COLOR CHART,1552T,199,140,118
1026 Color card,1553,177,223,216
KIPAU COLOR CHART,1553T,185,141,121
1026 Color card,1554,165,233,227
KIPAU COLOR CHART,1554T,189,136,122
1026 Color card,1555,152,227,229
KIPAU COLOR CHART,1555T,152,130,134
1026 Color card,1556,153,224,232
KIPAU COLOR CHART,1556D,124,77,85
KIPAU COLOR CHART,1557D,116,80,83
1026 Color card,1561,225,245,238
KIPAU COLOR CHART,1561D,156,57,48
1026 Color card,1562,188,234,236
KIPAU COLOR CHART,1562D,137,64,45
1026 Color card,1563,188,227,227
KIPAU COLOR CHART,1563D,121,56,45
1026 Color card,1564,166,220,222
360-HC Color card,1564,140,218,192
KIPAU COLOR CHART,1564D,127,53,49
1026 Color card,1565,161,221,217
KIPAU COLOR CHART,1565D,108,55,48
1026 Color card,1566,159,216,221
KIPAU COLOR CHART,1566D,119,67,59
KIPAU COLOR CHART,1567D,94,40,47
360-HC Color card,1570,228,240,237
1026 Color card,1571,231,237,234
KIPAU COLOR CHART,1571D,240,103,40
1026 Color card,1572,219,235,233
KIPAU COLOR CHART,1572D,180,47,8
1026 Color card,1573,193,214,211
KIPAU COLOR CHART,1573D,158,51,52
1026 Color card,1574,167,207,214
KIPAU COLOR CHART,1574D,143,43,47
1026 Color card,1575,154,208,216
KIPAU COLOR CHART,1575D,129,46,52
1026 Color card,1576,154,204,222
KIPAU COLOR CHART,1576D,131,26,48
KIPAU COLOR CHART,1577D,115,44,51
360-HC Color card,1579,0,143,116
1026 Color card,1581,227,239,240
KIPAU COLOR CHART,1581D,145,38,87
1026 Color card,1582,203,225,230
KIPAU COLOR CHART,1582D,115,54,90
1026 Color card,1583,186,213,221
KIPAU COLOR CHART,1583D,88,47,83
1026 Color card,1584,168,208,217
KIPAU COLOR CHART,1584D,135,75,131
1026 Color card,1585,156,212,222
KIPAU COLOR CHART,1585D,103,73,116
1026 Color card,1586,171,205,215
360-HC Color card,1586,0,185,168
KIPAU COLOR CHART,1586D,96,101,157
KIPAU COLOR CHART,1587D,62,79,135
1026 Color card,1591,227,240,236
KIPAU COLOR CHART,1591AD,214,131,30
KIPAU COLOR CHART,1591D,255,124,0
1026 Color card,1592,200,229,232
KIPAU COLOR CHART,1592AD,185,112,44
KIPAU COLOR CHART,1592D,195,106,53
1026 Color card,1593,162,223,240
KIPAU COLOR CHART,1593AD,151,97,54
KIPAU COLOR CHART,1593D,144,79,40
1026 Color card,1594,154,220,232
KIPAU COLOR CHART,1594AD,144,94,60
KIPAU COLOR CHART,1594D,217,113,50
1026 Color card,1595,160,212,225
KIPAU COLOR CHART,1595AD,127,81,58
KIPAU COLOR CHART,1595D,191,99,57
1026 Color card,1596,142,205,224
KIPAU COLOR CHART,1596AD,105,62,43
KIPAU COLOR CHART,1596D,218,93,50
KIPAU COLOR CHART,1597AD,88,60,51
KIPAU COLOR CHART,1597D,181,70,30
CP4 Color card,15RB 07/237,44,43,97
360-HC Color card,1600,194,238,236
1026 Color card,1601,220,228,233
KIPAU COLOR CHART,1601D,0,110,167
1026 Color card,1602,200,228,238
KIPAU COLOR CHART,1602D,0,86,125
1026 Color card,1603,197,224,239
KIPAU COLOR CHART,1603D,0,82,133
1026 Color card,1604,165,209,235
KIPAU COLOR CHART,1604D,0,86,142
1026 Color card,1605,155,202,226
KIPAU COLOR CHART,1605D,0,78,123
1026 Color card,1606,162,199,215
KIPAU COLOR CHART,1606D,16,68,106
KIPAU COLOR CHART,1607D,43,72,115
360-HC Color card,1608,0,124,116
360-HC Color card,1609,0,104,92
1026 Color card,1611,202,219,231
KIPAU COLOR CHART,1611AD,0,142,148
KIPAU COLOR CHART,1611D,0,123,141
1026 Color card,1612,183,214,229
360-HC Color card,1612,190,238,236
KIPAU COLOR CHART,1612AD,0,128,141
KIPAU COLOR CHART,1612D,0,106,134
1026 Color card,1613,182,201,216
360-HC Color card,1613A,138,219,220
KIPAU COLOR CHART,1613AD,0,154,172
360-HC Color card,1613B,130,222,215
KIPAU COLOR CHART,1613D,0,127,177
1026 Color card,1614,184,206,226
360-HC Color card,1614,106,202,201
KIPAU COLOR CHART,1614AD,0,134,154
KIPAU COLOR CHART,1614D,0,99,145
1026 Color card,1615,171,209,232
360-HC Color card,1615,0,181,179
KIPAU COLOR CHART,1615AD,0,153,178
KIPAU COLOR CHART,1615D,0,114,167
1026 Color card,1616,161,200,220
KIPAU COLOR CHART,1616AD,0,157,185
KIPAU COLOR CHART,1616D,0,93,145
KIPAU COLOR CHART,1617AD,0,130,146
KIPAU COLOR CHART,1617D,0,88,120
1026 Color card,1621,191,220,231
KIPAU COLOR CHART,1621D,0,161,146
1026 Color card,1622,175,218,237
KIPAU COLOR CHART,1622D,0,142,130
1026 Color card,1623,170,208,222
KIPAU COLOR CHART,1623D,0,159,151
1026 Color card,1624,174,203,216
KIPAU COLOR CHART,1624D,0,126,124
1026 Color card,1625,175,208,226
